name,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,total_cost
St. Norbert College,Wisconsin,WI,Private,4,9954.0,38129,48083,38129,48083,192332
St. Olaf College,Minnesota,MN,Private,4,10850.0,47840,58690,47840,58690,234760
St. Paul College,Minnesota,MN,Public,2,0.0,5561,5561,5561,5561,11122
St. Petersburg College,Florida,FL,Public,2,0.0,3443,3443,11697,11697,6886
St. Philip's College,Texas,TX,Public,2,0.0,2720,2720,13730,13730,5440
St. Thomas Aquinas College,New York,NY,Private,4,13250.0,31950,45200,31950,45200,180800
St. Vincent College,Pennsylvania,PA,Private,4,11470.0,35874,47344,35874,47344,189376
St. Vincent's College,Connecticut,CT,Private,2,0.0,18750,18750,18750,18750,37500
Stanford University,California,CA,Private,4,15763.0,51354,67117,51354,67117,268468
Stanly Community College,North Carolina,NC,Public,2,0.0,2673,2673,8817,8817,5346
Stark State College,Ohio,OH,Public,2,0.0,5088,5088,8958,8958,10176
"State College of Florida, Manatee-Sarasota",Florida,FL,Public,2,0.0,3074,3074,11596,11596,6148
State Fair Community College,Missouri,MO,Public,2,5300.0,3750,9050,7200,12500,18100
State Technical College of Missouri,Missouri,MO,Public,2,5840.0,6120,11960,11160,17000,23920
Stephen F. Austin State University,Texas,TX,Public,4,8964.0,10287,19251,22737,31701,77004
Stephens College,Missouri,MO,Private,4,10632.0,30950,41582,30950,41582,166328
Sterling College,Vermont,VT,Private,4,9900.0,38800,48700,38800,48700,194800
Sterling College,Kansas,KS,Private,4,8280.0,26000,34280,26000,34280,137120
Stetson University,Florida,FL,Private,4,13052.0,46030,59082,46030,59082,236328
Stevens Institute of Business & Arts,Missouri,MO,For Profit,2,0.0,14910,14910,14910,14910,29820
Stevens Institute of Technology,New Jersey,NJ,Private,4,15244.0,52202,67446,52202,67446,269784
Stevenson University,Maryland,MD,Private,4,13130.0,36182,49312,36182,49312,197248
Stillman College,Alabama,AL,Private,4,7394.0,10938,18332,10938,18332,73328
Stockton University,New Jersey,NJ,Public,4,12282.0,13739,26021,20866,33148,104084
Stone Child College,Montana,MT,Public,2,0.0,2645,2645,2645,2645,5290
Stonehill College,Massachusetts,MA,Private,4,16000.0,42746,58746,42746,58746,234984
Stratford University: Falls Church,Virginia,VA,For Profit,4,0.0,16750,16750,16750,16750,67000
Stratford University: Woodbridge,Virginia,VA,For Profit,4,0.0,16750,16750,16750,16750,67000
Suffolk County Community College,New York,NY,Public,2,0.0,6020,6020,11240,11240,12040
Suffolk University,Massachusetts,MA,Private,4,17846.0,38566,56412,38566,56412,225648
Sul Ross State University,Texas,TX,Public,4,8242.0,8309,16551,20759,29001,66204
Sullivan County Community College,New York,NY,Public,2,9828.0,5690,15518,10504,20332,31036
SUM Bible College & Theological Seminary,California,CA,Private,4,3375.0,9865,13240,9865,13240,52960
SUNY College at Brockport,New York,NY,Public,4,13358.0,8412,21770,18192,31550,87080
SUNY College at Buffalo,New York,NY,Public,4,14050.0,8210,22260,17990,32040,89040
SUNY College at Cortland,New York,NY,Public,4,12486.0,8558,21044,18338,30824,84176
SUNY College at Fredonia,New York,NY,Public,4,12630.0,8488,21118,18268,30898,84472
SUNY College at Geneseo,New York,NY,Public,4,13610.0,8651,22261,18431,32041,89044
SUNY College at New Paltz,New York,NY,Public,4,13462.0,8254,21716,18034,31496,86864
SUNY College at Old Westbury,New York,NY,Public,4,11530.0,8143,19673,17923,29453,78692
SUNY College at Oneonta,New York,NY,Public,4,12794.0,8166,20960,17816,30610,83840
SUNY College at Oswego,New York,NY,Public,4,14140.0,8440,22580,18220,32360,90320
SUNY College at Plattsburgh,New York,NY,Public,4,12988.0,8479,21467,18259,31247,85868
SUNY College at Potsdam,New York,NY,Public,4,13390.0,8462,21852,18242,31632,87408
SUNY College at Purchase,New York,NY,Public,4,13764.0,8698,22462,18478,32242,89848
SUNY College of Agriculture and Technology at Cobleskill,New York,NY,Public,2,13350.0,8654,22004,18434,31784,44008
SUNY College of Agriculture and Technology at Morrisville,New York,NY,Public,4,13550.0,8481,22031,12943,26493,88124
SUNY College of Environmental Science and Forestry,New York,NY,Public,4,16600.0,8804,25404,18584,35184,101616
SUNY College of Technology at Alfred,New York,NY,Public,4,12570.0,8570,21140,18350,30920,84560
SUNY College of Technology at Canton,New York,NY,Public,2,12900.0,8389,21289,18169,31069,42578
SUNY College of Technology at Delhi,New York,NY,Public,2,12360.0,8360,20720,12330,24690,41440
SUNY Downstate Medical Center,New York,NY,Public,4,0.0,7481,7481,16931,16931,29924
SUNY Empire State College,New York,NY,Public,4,0.0,7405,7405,17185,17185,29620
SUNY Farmingdale State College,New York,NY,Public,4,13238.0,8306,21544,18086,31324,86176
SUNY Maritime College,New York,NY,Public,4,12522.0,8283,20805,18063,30585,83220
SUNY Polytechnic Institute,New York,NY,Public,4,12722.0,8448,21170,18228,30950,84680
SUNY University at Albany,New York,NY,Public,4,13664.0,9756,23420,26596,40260,93680
SUNY University at Binghamton,New York,NY,Public,4,15058.0,9808,24866,24488,39546,99464
SUNY University at Buffalo,New York,NY,Public,4,14213.0,10099,24312,27769,41982,97248
SUNY University at Stony Brook,New York,NY,Public,4,13698.0,9625,23323,27295,40993,93292
SUNY Upstate Medical University,New York,NY,Public,4,0.0,7706,7706,17486,17486,30824
Surry Community College,North Carolina,NC,Public,2,0.0,2383,2383,8143,8143,4766
Susquehanna University,Pennsylvania,PA,Private,4,12630.0,47290,59920,47290,59920,239680
Sussex County Community College,New Jersey,NJ,Public,2,4155.0,6750,10905,10950,15105,21810
Swarthmore College,Pennsylvania,PA,Private,4,15474.0,52588,68062,52588,68062,272248
Sweet Briar College,Virginia,VA,Private,4,13000.0,21000,34000,21000,34000,136000
Syracuse University,New York,NY,Private,4,15550.0,51853,67403,51853,67403,269612
Tabor College,Kansas,KS,Private,4,9850.0,28245,38095,28245,38095,152380
Tacoma Community College,Washington,WA,Public,2,0.0,4320,4320,9751,9751,8640
Taft College,California,CA,Public,2,4942.0,1380,6322,9120,14062,12644
Talladega College,Alabama,AL,Private,4,6704.0,12510,19214,12510,19214,76856
Tallahassee Community College,Florida,FL,Public,2,0.0,3030,3030,11460,11460,6060
Talmudic University,Florida,FL,Private,4,8000.0,13250,21250,13250,21250,85000
Talmudical Academy of New Jersey,New Jersey,NJ,Private,4,3000.0,13300,16300,13300,16300,65200
Talmudical Institute of Upstate New York,New York,NY,Private,4,4400.0,6150,10550,6150,10550,42200
Talmudical Seminary Oholei Torah,New York,NY,Private,4,7700.0,9800,17500,9800,17500,70000
Talmudical Yeshiva of Philadelphia,Pennsylvania,PA,Private,4,7425.0,9075,16500,9075,16500,66000
Tarleton State University,Texas,TX,Public,4,11800.0,9077,20877,21412,33212,83508
Tarrant County College,Texas,TX,Public,2,0.0,1770,1770,7650,7650,3540
Taylor University,Indiana,IN,Private,4,9614.0,34114,43728,34114,43728,174912
Technical Career Institutes,New York,NY,For Profit,2,0.0,13800,13800,13800,13800,27600
Technical College of the Lowcountry,South Carolina,SC,Public,2,0.0,5880,5880,12570,12570,11760
Telshe Yeshiva-Chicago,Illinois,IL,Private,4,0.0,15000,15000,15000,15000,60000
Temple College,Texas,TX,Public,2,0.0,3360,3360,7890,7890,6720
Temple University,Pennsylvania,PA,Public,4,11916.0,16970,28886,29066,40982,115544
Tennessee State University,Tennessee,TN,Public,4,7806.0,8008,15814,21364,29170,63256
Tennessee Technological University,Tennessee,TN,Public,4,9736.0,9103,18839,25759,35495,75356
Tennessee Wesleyan University,Tennessee,TN,Private,4,7880.0,24800,32680,24800,32680,130720
Terra State Community College,Ohio,OH,Public,2,0.0,4824,4824,8952,8952,9648
Texarkana College,Texas,TX,Public,2,0.0,2720,2720,5870,5870,5440
Texas A&M International University,Texas,TX,Public,4,8320.0,8640,16960,22260,30580,67840
Texas A&M University,Texas,TX,Public,4,10436.0,10968,21404,36442,46878,85616
Texas A&M University-Commerce,Texas,TX,Public,4,8750.0,8748,17498,21198,29948,69992
Texas A&M University-Corpus Christi,Texas,TX,Public,4,10220.0,9909,20129,22131,32351,80516
Texas A&M University-Kingsville,Texas,TX,Public,4,8760.0,8462,17222,20912,29672,68888
Texas A&M University-Texarkana,Texas,TX,Public,4,8732.0,7024,15756,22060,30792,63024
Texas Christian University,Texas,TX,Private,4,12804.0,46950,59754,46950,59754,239016
Texas College,Texas,TX,Private,4,8000.0,10008,18008,10008,18008,72032
Texas County Technical College,Missouri,MO,Private,2,0.0,15687,15687,15687,15687,31374
Texas Lutheran University,Texas,TX,Private,4,9720.0,30050,39770,30050,39770,159080
Texas Southern University,Texas,TX,Public,4,10282.0,9173,19455,21623,31905,77820
Texas State Technical College,Texas,TX,Public,2,5494.0,5250,10744,10020,15514,21488
Texas State University,Texas,TX,Public,4,9374.0,10935,20309,23385,32759,81236
Texas Tech University,Texas,TX,Public,4,9530.0,11045,20575,23495,33025,82300
Texas Tech University Health Sciences Center,Texas,TX,Public,4,0.0,7911,7911,20361,20361,31644
Texas Wesleyan University,Texas,TX,Private,4,10559.0,30300,40859,30300,40859,163436
Texas Woman's University,Texas,TX,Public,4,8181.0,9368,17549,21818,29999,70196
Thaddeus Stevens College of Technology,Pennsylvania,PA,Public,2,8330.0,8030,16360,8030,16360,32720
The Citadel,South Carolina,SC,Public,4,6904.0,14289,21193,36761,43665,84772
The College of New Jersey,New Jersey,NJ,Public,4,13617.0,16551,30168,28266,41883,120672
The King's College,New York,NY,Private,4,14000.0,36450,50450,36450,50450,201800
The King's University,Texas,TX,Private,4,0.0,15000,15000,15000,15000,60000
The Master's University and Seminary,California,CA,Private,4,11200.0,25390,36590,25390,36590,146360
The New School College of Performing Arts,New York,NY,Private,4,18000.0,48191,66191,48191,66191,264764
The Sage Colleges,New York,NY,Private,4,12618.0,30857,43475,30857,43475,173900
The Workforce Institute's City College,Pennsylvania,PA,Private,2,0.0,12147,12147,12147,12147,24294
Thiel College,Pennsylvania,PA,Private,4,12600.0,31700,44300,31700,44300,177200
Thomas Aquinas College,California,CA,Private,4,8400.0,25000,33400,25000,33400,133600
Thomas College,Maine,ME,Private,4,11250.0,26900,38150,26900,38150,152600
Thomas Edison State University,New Jersey,NJ,Public,4,0.0,7519,7519,9967,9967,30076
Thomas Jefferson University: East Falls,Pennsylvania,PA,Private,4,13465.0,40501,53966,40501,53966,215864
Thomas More College,Kentucky,KY,Private,4,7950.0,31120,39070,31120,39070,156280
Thomas More College of Liberal Arts,New Hampshire,NH,Private,4,9700.0,21600,31300,21600,31300,125200
Thomas Nelson Community College,Virginia,VA,Public,2,0.0,4806,4806,10734,10734,9612
Thomas University,Georgia,GA,Private,4,4800.0,16940,21740,16940,21740,86960
Three Rivers Community College,Missouri,MO,Public,2,3440.0,4110,7550,6990,10430,15100
Three Rivers Community College,Connecticut,CT,Public,2,0.0,4404,4404,12228,12228,8808
Tidewater Community College,Virginia,VA,Public,2,0.0,5561,5561,11489,11489,11122
Tiffin University,Ohio,OH,Private,4,10600.0,25000,35600,25000,35600,142400
Tillamook Bay Community College,Oregon,OR,Public,2,4082.0,4860,8942,5760,9842,17884
Toccoa Falls College,Georgia,GA,Private,4,8330.0,22744,31074,22744,31074,124296
Tohono O'odham Community College,Arizona,AZ,Public,2,7622.0,987,8609,987,8609,17218
Tompkins Cortland Community College,New York,NY,Public,2,11220.0,6046,17266,11296,22516,34532
Torah Temimah Talmudical Seminary,New York,NY,Private,4,3500.0,11050,14550,11050,14550,58200
Tougaloo College,Mississippi,MS,Private,4,6643.0,10790,17433,10790,17433,69732
Touro College,New York,NY,Private,4,10396.0,16953,27349,16953,27349,109396
Touro University Worldwide,California,CA,Private,4,0.0,14400,14400,14400,14400,57600
Towson University,Maryland,MD,Public,4,13034.0,9940,22974,23208,36242,91896
Transylvania University,Kentucky,KY,Private,4,10460.0,38750,49210,38750,49210,196840
Treasure Valley Community College,Oregon,OR,Public,2,7283.0,5445,12728,5895,13178,25456
Trevecca Nazarene University,Tennessee,TN,Private,4,8400.0,25598,33998,25598,33998,135992
Tri-County Community College,North Carolina,NC,Public,2,0.0,2339,2339,8099,8099,4678
Tri-County Technical College,South Carolina,SC,Public,2,0.0,5408,5408,12188,12188,10816
Tri-State Bible College,Ohio,OH,Private,4,0.0,10500,10500,10500,10500,42000
Trident Technical College,South Carolina,SC,Public,2,0.0,5584,5584,10444,10444,11168
Trident University International,California,CA,For Profit,4,0.0,11550,11550,11550,11550,46200
Trine University,Indiana,IN,Private,4,10810.0,32175,42985,32175,42985,171940
Trinidad State Junior College,Colorado,CO,Public,2,6898.0,4972,11870,7951,14849,23740
Trinity Baptist College,Florida,FL,Private,4,7040.0,12140,19180,12140,19180,76720
Trinity Bible College,North Dakota,ND,Private,4,6132.0,16320,22452,16320,22452,89808
Trinity Christian College,Illinois,IL,Private,4,9790.0,30650,40440,30650,40440,161760
Trinity College,Connecticut,CT,Private,4,14750.0,56910,71660,56910,71660,286640
Trinity College of Florida,Florida,FL,Private,4,6650.0,16340,22990,16340,22990,91960
Trinity College of Nursing & Health Sciences,Illinois,IL,Private,4,0.0,24215,24215,24215,24215,96860
Trinity International University,Illinois,IL,Private,4,9900.0,32390,42290,32390,42290,169160
Trinity University,Texas,TX,Private,4,13464.0,42976,56440,42976,56440,225760
Trinity Valley Community College,Texas,TX,Public,2,6590.0,2640,9230,5970,12560,18460
Trinity Washington University,,DC,Private,4,11160.0,24150,35310,24150,35310,141240
Triton College,Illinois,IL,Public,2,0.0,4650,4650,12539,12539,9300
Trocaire College,New York,NY,Private,2,0.0,17650,17650,17650,17650,35300
Troy University,Alabama,AL,Public,4,8185.0,12460,20645,22875,31060,82580
Truckee Meadows Community College,Nevada,NV,Public,2,0.0,3338,3338,10250,10250,6676
Truett McConnell University,Georgia,GA,Private,4,7550.0,20230,27780,20230,27780,111120
Truman State University,Missouri,MO,Public,4,8780.0,7729,16509,14581,23361,66036
Tufts University,Massachusetts,MA,Private,4,14560.0,56382,70942,56382,70942,283768
Tulane University,Louisiana,LA,Private,4,15190.0,54820,70010,54820,70010,280040
Tulsa Community College,Oklahoma,OK,Public,2,0.0,4187,4187,10727,10727,8374
Tunxis Community College,Connecticut,CT,Public,2,0.0,4404,4404,13172,13172,8808
Turabo University,,PR,Private,4,0.0,7050,7050,7050,7050,28200
Tusculum College,Tennessee,TN,Private,4,9190.0,24860,34050,24860,34050,136200
Tuskegee University,Alabama,AL,Private,4,9650.0,22170,31820,22170,31820,127280
Tyler Junior College,Texas,TX,Public,2,7940.0,2962,10902,5482,13422,21804
U.T.A. Mesivta-Kiryas Joel,New York,NY,Private,4,4600.0,11000,15600,11000,15600,62400
Ulster County Community College,New York,NY,Public,2,0.0,5340,5340,9820,9820,10680
Umpqua Community College,Oregon,OR,Public,2,0.0,5851,5851,11070,11070,11702
Union College,Nebraska,NE,Private,4,7070.0,23780,30850,23780,30850,123400
Union College,Kentucky,KY,Private,4,7600.0,27140,34740,27140,34740,138960
Union College,New York,NY,Private,4,13563.0,55290,68853,55290,68853,275412
Union County College,New Jersey,NJ,Public,2,0.0,5140,5140,10280,10280,10280
Union Institute & University,Ohio,OH,Private,4,0.0,16526,16526,16526,16526,66104
Union University,Tennessee,TN,Private,4,10200.0,32890,43090,32890,43090,172360
United States Sports Academy,Alabama,AL,Private,4,0.0,12210,12210,12210,12210,48840
United Talmudical Seminary,New York,NY,Private,4,1500.0,13800,15300,13800,15300,61200
United Tribes Technical College,North Dakota,ND,Private,2,5084.0,4482,9566,4482,9566,19132
Unity College,Maine,ME,Private,4,10710.0,29160,39870,29160,39870,159480
Universal Technology College of Puerto Rico,,PR,Private,2,0.0,18000,18000,18000,18000,36000
Universidad Adventista de las Antillas,,PR,Private,4,6400.0,6570,12970,6570,12970,51880
Universidad del Este,,PR,Private,4,0.0,6330,6330,6330,6330,25320
Universidad Metropolitana,,PR,Private,4,0.0,7050,7050,7050,7050,28200
Universidad Pentecostal Mizpa,,PR,Private,4,3760.0,4120,7880,4120,7880,31520
Universidad Politecnica de Puerto Rico,,PR,Private,4,4950.0,8610,13560,8610,13560,54240
University College of San Juan,,PR,Public,4,0.0,2370,2370,2370,2370,9480
University of Akron,Ohio,OH,Public,4,12200.0,11463,23663,17750,29950,94652
University of Akron: Wayne College,Ohio,OH,Public,2,0.0,5100,5100,8100,8100,10200
University of Alabama,Alabama,AL,Public,4,10102.0,10780,20882,29230,39332,83528
University of Alabama at Birmingham,Alabama,AL,Public,4,6400.0,10710,17110,24630,31030,68440
University of Alabama in Huntsville,Alabama,AL,Public,4,10094.0,10714,20808,22362,32456,83232
University of Alaska Anchorage,Alaska,AK,Public,4,12200.0,7688,19888,23858,36058,79552
University of Alaska Fairbanks,Alaska,AK,Public,4,8930.0,8087,17017,24257,33187,68068
University of Alaska Southeast,Alaska,AK,Public,4,9200.0,7092,16292,19404,28604,65168
University of Antelope Valley,California,CA,Private,4,6640.0,17738,24378,17738,24378,97512
University of Arizona,Arizona,AZ,Public,4,12550.0,12487,25037,36386,48936,100148
University of Arkansas,Arkansas,AR,Public,4,11020.0,9130,20150,25168,36188,80600
University of Arkansas at Fort Smith,Arkansas,AR,Public,4,8416.0,7128,15544,15969,24385,62176
University of Arkansas at Little Rock,Arkansas,AR,Public,4,8930.0,8966,17896,21206,30136,71584
University of Arkansas at Monticello,Arkansas,AR,Public,4,6824.0,7696,14520,13546,20370,58080
University of Arkansas at Pine Bluff,Arkansas,AR,Public,4,7881.0,7842,15723,14094,21975,62892
University of Arkansas Community College Rich Mountain,Arkansas,AR,Public,2,0.0,3600,3600,4920,4920,7200
University of Arkansas for Medical Sciences,Arkansas,AR,Public,4,0.0,8197,8197,15973,15973,32788
University of Arkansas Pulaski-Technical College,Arkansas,AR,Public,2,0.0,5362,5362,6557,6557,10724
University of Arkansas: Community College at Batesville,Arkansas,AR,Public,2,0.0,3150,3150,4140,4140,6300
University of Arkansas: Community College at Hope,Arkansas,AR,Public,2,0.0,2830,2830,4090,4090,5660
University of Arkansas: Community College at Morrilton,Arkansas,AR,Public,2,0.0,3920,3920,5090,5090,7840
University of Baltimore,Maryland,MD,Public,4,0.0,8958,8958,21076,21076,35832
University of Bridgeport,Connecticut,CT,Private,4,13860.0,32850,46710,32850,46710,186840
University of California: Berkeley,California,CA,Public,4,16160.0,14184,30344,43176,59336,121376
University of California: Davis,California,CA,Public,4,16211.0,14463,30674,43458,59669,122696
University of California: Irvine,California,CA,Public,4,15263.0,15614,30877,44606,59869,123508
University of California: Los Angeles,California,CA,Public,4,15816.0,13774,29590,42766,58582,118360
University of California: Merced,California,CA,Public,4,16454.0,13627,30081,41641,58095,120324
University of California: Riverside,California,CA,Public,4,17475.0,15633,33108,44625,62100,132432
University of California: San Diego,California,CA,Public,4,12362.0,14199,26561,43191,55553,106244
University of California: Santa Barbara,California,CA,Public,4,15273.0,14424,29697,43416,58689,118788
University of California: Santa Cruz,California,CA,Public,4,16407.0,14009,30416,42023,58430,121664
University of Central Arkansas,Arkansas,AR,Public,4,6854.0,8751,15605,15274,22128,62420
University of Central Florida,Florida,FL,Public,4,9617.0,6368,15985,22467,32084,63940
University of Central Missouri,Missouri,MO,Public,4,8766.0,7673,16439,14442,23208,65756
University of Central Oklahoma,Oklahoma,OK,Public,4,7970.0,7488,15458,18376,26346,61832
University of Charleston,West Virginia,WV,Private,4,9180.0,30900,40080,30900,40080,160320
University of Chicago,Illinois,IL,Private,4,16350.0,58230,74580,58230,74580,298320
University of Cincinnati,Ohio,OH,Public,4,11118.0,11000,22118,26334,37452,88472
University of Cincinnati: Blue Ash College,Ohio,OH,Public,2,0.0,6360,6360,15158,15158,12720
University of Cincinnati: Clermont College,Ohio,OH,Public,2,0.0,5316,5316,12548,12548,10632
University of Colorado Boulder,Colorado,CO,Public,4,14418.0,12532,26950,37286,51704,107800
University of Colorado Colorado Springs,Colorado,CO,Public,4,10500.0,10463,20963,24893,35393,83852
University of Colorado Denver,Colorado,CO,Public,4,0.0,11394,11394,32004,32004,45576
University of Connecticut,Connecticut,CT,Public,4,12874.0,15730,28604,38098,50972,114416
University of Dallas,Texas,TX,Private,4,12400.0,40652,53052,40652,53052,212208
University of Dayton,Ohio,OH,Private,4,13580.0,42900,56480,42900,56480,225920
University of Delaware,Delaware,DE,Public,4,12862.0,13680,26542,34310,47172,106168
University of Denver,Colorado,CO,Private,4,13005.0,50556,63561,50556,63561,254244
University of Detroit Mercy,Michigan,MI,Private,4,9496.0,28000,37496,28000,37496,149984
University of Dubuque,Iowa,IA,Private,4,9930.0,34110,44040,34110,44040,176160
University of Evansville,Indiana,IN,Private,4,12460.0,36416,48876,36416,48876,195504
University of Findlay,Ohio,OH,Private,4,10000.0,34360,44360,34360,44360,177440
University of Florida,Florida,FL,Public,4,10120.0,6381,16501,28658,38778,66004
University of Georgia,Georgia,GA,Public,4,10038.0,11830,21868,30404,40442,87472
University of Great Falls,Montana,MT,Private,4,9200.0,25318,34518,25318,34518,138072
University of Hartford,Connecticut,CT,Private,4,12476.0,40694,53170,40694,53170,212680
University of Hawaii at Hilo,Hawaii,HI,Public,4,11406.0,7720,19126,20680,32086,76504
University of Hawaii at Manoa,Hawaii,HI,Public,4,13689.0,11970,25659,34002,47691,102636
University of Hawaii: Hawaii Community College,Hawaii,HI,Public,2,10418.0,3915,14333,10515,20933,28666
University of Hawaii: Honolulu Community College,Hawaii,HI,Public,2,0.0,3885,3885,10305,10305,7770
University of Hawaii: Kapiolani Community College,Hawaii,HI,Public,2,0.0,3915,3915,10335,10335,7830
University of Hawaii: Kauai Community College,Hawaii,HI,Public,2,0.0,3963,3963,10383,10383,7926
University of Hawaii: Leeward Community College,Hawaii,HI,Public,2,0.0,3915,3915,10335,10335,7830
University of Hawaii: Maui College,Hawaii,HI,Public,2,0.0,3989,3989,10409,10409,7978
University of Hawaii: West Oahu,Hawaii,HI,Public,4,0.0,7512,7512,20472,20472,30048
University of Hawaii: Windward Community College,Hawaii,HI,Public,2,0.0,3895,3895,10315,10315,7790
University of Holy Cross,Louisiana,LA,Private,4,0.0,17300,17300,17300,17300,69200
University of Houston,Texas,TX,Public,4,10270.0,12506,22776,27956,38226,91104
University of Houston-Clear Lake,Texas,TX,Public,4,0.0,8500,8500,24731,24731,34000
University of Houston-Downtown,Texas,TX,Public,4,0.0,7832,7832,20282,20282,31328
University of Houston-Victoria,Texas,TX,Public,4,8045.0,7970,16015,20420,28465,64060
University of Idaho,Idaho,ID,Public,4,8880.0,7864,16744,25500,34380,66976
University of Illinois at Chicago,Illinois,IL,Public,4,12074.0,13764,25838,26980,39054,103352
University of Illinois at Urbana-Champaign,Illinois,IL,Public,4,11308.0,15094,26402,31664,42972,105608
University of Illinois: Springfield,Illinois,IL,Public,4,11660.0,11813,23473,21338,32998,93892
University of Indianapolis,Indiana,IN,Private,4,10288.0,29688,39976,29688,39976,159904
University of Iowa,Iowa,IA,Public,4,11172.0,9267,20439,31233,42405,81756
University of Jamestown,North Dakota,ND,Private,4,7570.0,21976,29546,21976,29546,118184
University of Kansas,Kansas,KS,Public,4,10350.0,11148,21498,27358,37708,85992
University of Kansas Medical Center,Kansas,KS,Public,4,0.0,11108,11108,27578,27578,44432
University of Kentucky,Kentucky,KY,Public,4,12982.0,12245,25227,29099,42081,100908
University of La Verne,California,CA,Private,4,12850.0,43050,55900,43050,55900,223600
University of Louisiana at Lafayette,Louisiana,LA,Public,4,8516.0,10616,19132,24344,32860,76528
University of Louisiana at Monroe,Louisiana,LA,Public,4,7850.0,8734,16584,20834,28684,66336
University of Louisville,Kentucky,KY,Public,4,9226.0,11656,20882,27278,36504,83528
University of Lynchburg,Virginia,VA,Private,4,10800.0,39530,50330,39530,50330,201320
University of Maine,Maine,ME,Public,4,10418.0,11170,21588,30970,41388,86352
University of Maine at Augusta,Maine,ME,Public,4,0.0,7988,7988,17918,17918,31952
University of Maine at Farmington,Maine,ME,Public,4,9726.0,9666,19392,19778,29504,77568
University of Maine at Fort Kent,Maine,ME,Public,4,8220.0,8115,16335,12315,20535,65340
University of Maine at Machias,Maine,ME,Public,4,8486.0,7840,16326,15100,23586,65304
University of Maine at Presque Isle,Maine,ME,Public,4,8406.0,8035,16441,12235,20641,65764
University of Management and Technology,Virginia,VA,For Profit,4,0.0,9450,9450,9450,9450,37800
University of Mary,North Dakota,ND,Private,4,6890.0,18720,25610,18720,25610,102440
University of Mary Hardin-Baylor,Texas,TX,Private,4,8446.0,28750,37196,28750,37196,148784
University of Mary Washington,Virginia,VA,Public,4,11118.0,12188,23306,27434,38552,93224
University of Maryland: Baltimore,Maryland,MD,Public,4,0.0,11033,11033,39267,39267,44132
University of Maryland: Baltimore County,Maryland,MD,Public,4,11696.0,11778,23474,26872,38568,93896
University of Maryland: College Park,Maryland,MD,Public,4,12429.0,10595,23024,35216,47645,92096
University of Maryland: Eastern Shore,Maryland,MD,Public,4,9864.0,8302,18166,18508,28372,72664
University of Maryland: University College,Maryland,MD,Public,4,0.0,7416,7416,12336,12336,29664
University of Massachusetts Amherst,Massachusetts,MA,Public,4,13202.0,16072,29274,34755,47957,117096
University of Massachusetts Boston,Massachusetts,MA,Public,4,16290.0,14167,30457,33966,50256,121828
University of Massachusetts Dartmouth,Massachusetts,MA,Public,4,13582.0,13921,27503,29141,42723,110012
University of Massachusetts Lowell,Massachusetts,MA,Public,4,12748.0,15180,27928,32827,45575,111712
University of Memphis,Tennessee,TN,Public,4,9975.0,9701,19676,21413,31388,78704
University of Miami,Florida,FL,Private,4,14108.0,50226,64334,50226,64334,257336
University of Michigan,Michigan,MI,Public,4,11534.0,15262,26796,49350,60884,107184
University of Michigan: Dearborn,Michigan,MI,Public,4,0.0,12930,12930,25158,25158,51720
University of Michigan: Flint,Michigan,MI,Public,4,8769.0,11820,20589,22578,31347,82356
University of Minnesota: Crookston,Minnesota,MN,Public,4,7658.0,11921,19579,11921,19579,78316
University of Minnesota: Duluth,Minnesota,MN,Public,4,7760.0,13367,21127,18485,26245,84508
University of Minnesota: Morris,Minnesota,MN,Public,4,8342.0,13314,21656,15342,23684,86624
University of Minnesota: Rochester,Minnesota,MN,Public,4,9710.0,13352,23062,13352,23062,92248
University of Minnesota: Twin Cities,Minnesota,MN,Public,4,10312.0,14693,25005,30371,40683,100020
University of Mississippi,Mississippi,MS,Public,4,10696.0,8660,19356,24614,35310,77424
University of Mississippi Medical Center,Mississippi,MS,Public,4,0.0,8433,8433,24731,24731,33732
University of Missouri: Columbia,Missouri,MO,Public,4,10786.0,12055,22841,29025,39811,91364
University of Missouri: Kansas City,Missouri,MO,Public,4,10334.0,9884,20218,25010,35344,80872
University of Missouri: St. Louis,Missouri,MO,Public,4,9450.0,10491,19941,27900,37350,79764
University of Mobile,Alabama,AL,Private,4,9600.0,22820,32420,22820,32420,129680
University of Montana,Montana,MT,Public,4,9544.0,7244,16788,24959,34503,67152
University of Montana: Western,Montana,MT,Public,4,7950.0,5717,13667,17179,25129,54668
University of Montevallo,Alabama,AL,Public,4,9330.0,12760,22090,25780,35110,88360
University of Mount Olive,North Carolina,NC,Private,4,8550.0,20600,29150,20600,29150,116600
University of Mount Union,Ohio,OH,Private,4,10200.0,31260,41460,31260,41460,165840
University of Nebraska - Kearney,Nebraska,NE,Public,4,9878.0,7513,17391,14503,24381,69564
University of Nebraska - Lincoln,Nebraska,NE,Public,4,11430.0,9154,20584,24949,36379,82336
University of Nebraska - Omaha,Nebraska,NE,Public,4,9950.0,8417,18367,22689,32639,73468
University of Nebraska Medical Center,Nebraska,NE,Public,4,0.0,11558,11558,28898,28898,46232
University of Nevada: Las Vegas,Nevada,NV,Public,4,10504.0,7985,18489,22457,32961,73956
University of Nevada: Reno,Nevada,NV,Public,4,10868.0,7925,18793,22397,33265,75172
